age,marital,housing,duration,y
44,married,no,73,no
35,married,yes,236,no
39,married,yes,149,no
39,married,yes,156,no
31,married,no,723,no
36,married,yes,135,no
31,single,no,123,no
53,married,yes,504,no
37,married,yes,95,no
43,married,yes,172,no
61,married,no,106,yes
33,single,unknown,690,no
30,married,yes,311,no
34,divorced,no,105,no
25,married,no,125,no
33,married,yes,730,yes
40,single,no,101,no
39,married,no,197,no
31,married,no,185,no
27,single,yes,292,no
29,single,yes,61,no
47,divorced,no,306,no
44,married,yes,63,no
54,married,yes,145,no
48,single,yes,118,yes
36,single,no,377,no
31,single,unknown,202,no
30,married,yes,167,no
46,married,yes,575,no
49,divorced,yes,253,yes
26,single,no,126,no
24,single,no,334,no
36,married,yes,652,no
57,married,no,38,no
31,married,no,106,no
34,married,no,211,no
45,divorced,yes,74,no
48,married,no,266,no
35,single,yes,255,no
42,married,no,173,no
30,single,no,103,no
30,single,no,1242,yes
33,married,no,72,no
30,married,no,180,no
38,married,yes,258,no
49,married,yes,21,no
30,single,yes,953,no
42,married,unknown,878,yes
42,divorced,no,163,no
51,married,yes,162,no
47,single,no,37,no
30,married,no,151,no
44,single,yes,70,no
45,single,no,845,no
54,married,yes,490,no
36,married,yes,121,no
33,married,yes,263,no
45,married,yes,168,no
46,married,yes,358,yes
38,single,no,843,no
47,single,yes,242,yes
38,divorced,yes,109,no
37,single,no,220,no
31,married,yes,700,no
46,married,yes,98,no
23,single,yes,58,no
51,married,yes,354,no
57,married,no,651,yes
27,single,no,185,no
23,single,unknown,148,no
50,married,no,66,no
33,married,yes,375,no
52,married,yes,118,no
49,divorced,yes,787,yes
74,divorced,yes,180,no
35,single,yes,20,no
31,single,no,10,no
36,single,yes,150,no
55,married,no,294,no
43,single,no,40,no
28,single,no,651,yes
42,married,yes,103,no
38,married,no,772,yes
38,married,yes,118,no
29,single,yes,83,no
41,divorced,yes,116,no
29,single,yes,114,yes
50,divorced,no,59,no
43,married,yes,118,no
41,single,yes,205,no
43,married,yes,139,no
39,married,yes,175,no
41,married,yes,149,no
44,single,yes,277,no
60,divorced,no,514,no
34,married,no,407,no
44,married,no,163,no
52,married,no,131,no
22,single,no,1073,yes
46,married,no,871,yes
44,married,no,49,no
49,married,no,172,yes
41,divorced,no,81,no
25,single,yes,795,no
80,married,yes,125,yes
54,married,yes,111,no
43,single,yes,107,no
35,married,no,347,no
38,married,no,84,no
50,married,yes,339,no
39,married,yes,305,no
51,married,yes,113,no
35,single,no,95,no
27,single,no,510,no
36,married,yes,157,no
24,single,no,175,no
64,married,no,501,no
41,divorced,no,177,no
35,single,no,329,no
51,divorced,yes,204,no
45,married,yes,315,no
40,divorced,no,72,no
54,married,no,47,no
58,married,no,205,no
37,married,no,235,no
38,single,yes,149,no
30,married,yes,354,no
45,married,yes,52,no
38,married,yes,53,no
43,married,no,8,no
35,single,yes,62,no
34,married,yes,98,no
52,divorced,yes,245,no
43,married,no,257,no
42,married,yes,148,no
44,married,yes,135,no
37,divorced,no,131,no
60,married,unknown,392,no
56,married,yes,182,no
35,single,yes,112,no
29,married,no,125,no
36,single,no,82,no
33,married,no,489,no
32,married,yes,230,no
56,married,yes,254,no
41,married,no,173,no
38,married,yes,519,no
31,married,no,105,no
53,married,yes,291,no
24,single,yes,850,yes
27,single,yes,676,no
34,married,no,96,no
39,married,yes,101,no
41,single,yes,222,no
49,married,yes,91,no
57,married,no,34,no
40,married,no,109,no
32,divorced,yes,460,no
51,married,yes,234,no
45,married,yes,449,yes
35,married,no,56,no
38,married,unknown,234,no
45,married,yes,129,no
25,single,no,539,no
36,single,yes,21,no
31,married,yes,132,no
49,divorced,yes,168,no
32,married,yes,135,no
38,divorced,yes,175,no
44,married,yes,480,no
40,married,yes,102,no
52,married,yes,186,no
58,divorced,yes,169,no
33,single,yes,67,no
27,single,yes,343,no
33,married,yes,764,no
44,married,no,203,no
54,divorced,yes,151,no
36,married,no,114,no
31,single,no,511,yes
40,divorced,no,575,no
28,married,no,87,no
55,married,yes,49,no
51,married,no,152,no
27,married,yes,324,no
37,divorced,no,18,no
38,married,unknown,48,no
57,divorced,yes,114,no
56,married,yes,125,no
31,married,no,255,no
27,single,yes,104,yes
37,single,no,928,no
39,single,no,231,no
39,single,no,122,no
50,married,no,246,no
46,married,yes,207,no
69,married,no,103,no
41,married,yes,190,no
50,married,no,162,no
58,single,no,147,no
40,married,no,161,yes
32,single,yes,124,no
51,divorced,yes,241,no
46,married,no,182,no
37,married,yes,24,no
53,married,yes,307,no
60,married,no,43,no
46,divorced,yes,73,no
23,single,yes,119,no
34,single,no,195,no
45,married,yes,770,no
29,divorced,yes,596,no
32,married,yes,430,no
34,married,yes,477,no
33,single,no,241,no
49,married,yes,276,no
31,single,no,1855,no
42,married,no,730,yes
46,married,yes,151,no
26,single,yes,75,no
28,married,yes,115,no
25,single,yes,208,no
56,married,yes,793,yes
34,married,yes,139,no
46,married,unknown,490,no
24,single,yes,421,no
30,married,no,85,no
45,married,yes,190,no
78,divorced,no,544,yes
48,married,yes,316,yes
51,married,no,40,no
54,divorced,no,1689,yes
53,married,yes,250,no
37,divorced,yes,82,no
42,married,no,336,no
25,single,yes,108,no
27,married,yes,175,no
31,single,yes,1313,yes
55,divorced,yes,159,no
43,divorced,no,644,no
33,married,yes,69,no
32,divorced,yes,318,no
30,single,yes,358,no
31,married,yes,148,no
43,single,no,198,no
37,married,no,92,no
48,married,no,138,no
44,divorced,yes,123,no
57,married,no,222,no
33,married,yes,318,no
48,married,yes,711,yes
35,married,no,183,no
49,married,yes,61,no
32,divorced,no,288,no
53,divorced,yes,367,no
51,married,yes,89,no
33,married,no,396,no
36,married,no,62,no
36,married,yes,506,no
45,married,no,858,yes
19,single,yes,220,no
29,single,no,98,no
41,single,yes,214,no
52,married,no,222,no
35,married,yes,330,yes
41,married,no,8,no
36,married,no,127,no
57,married,no,153,no
45,married,yes,399,no
33,single,no,410,no
30,single,yes,402,no
31,married,no,795,yes
35,married,yes,19,no
29,married,yes,286,no
40,single,yes,353,no
48,married,yes,703,yes
37,divorced,no,116,no
47,married,yes,197,no
27,single,yes,185,no
53,single,no,494,yes
58,married,yes,173,no
32,married,yes,74,no
51,divorced,no,293,no
82,divorced,unknown,139,yes
28,married,no,151,no
49,married,no,145,no
35,married,yes,218,no
35,single,no,609,no
29,single,no,110,no
39,married,yes,239,no
47,married,no,301,no
80,divorced,no,720,no
49,divorced,no,132,no
54,married,no,172,no
48,married,no,74,no
46,married,no,144,no
34,married,yes,652,no
61,married,no,194,yes
29,single,yes,103,no
32,single,yes,108,no
36,married,yes,127,no
56,married,no,284,no
48,married,no,327,yes
31,married,yes,208,no
38,single,no,109,no
44,married,yes,50,no
57,married,no,1441,yes
50,married,no,144,no
29,single,yes,243,no
36,married,yes,52,no
31,married,yes,464,no
54,married,yes,76,no
34,married,yes,300,no
60,married,no,71,no
50,divorced,no,48,no
39,divorced,yes,227,no
34,married,no,55,no
37,married,yes,263,no
25,divorced,yes,601,no
43,married,no,250,no
38,married,yes,779,yes
53,divorced,yes,104,no
39,married,yes,126,no
49,married,yes,80,no
46,married,no,187,no
31,single,no,465,no
36,single,yes,82,no
40,unknown,yes,825,no
55,married,yes,430,no
43,married,yes,220,no
40,divorced,no,162,no
45,divorced,yes,29,no
31,single,yes,817,yes
40,married,unknown,192,no
29,single,yes,107,no
30,married,yes,166,no
37,married,no,372,no
49,married,no,221,no
58,married,no,850,yes
49,married,yes,178,no
62,married,yes,208,yes
34,married,no,164,no
26,single,yes,262,yes
23,single,yes,134,no
47,single,yes,156,no
47,married,no,571,no
60,married,yes,60,no
46,married,yes,42,no
38,married,yes,78,no
33,single,no,452,yes
32,married,no,52,no
49,married,no,119,no
47,married,yes,216,no
28,single,no,97,yes
36,divorced,yes,416,no
43,married,yes,307,no
45,married,no,333,no
30,single,no,26,no
29,single,no,87,no
35,married,yes,162,no
29,married,yes,583,yes
36,married,yes,284,no
31,married,yes,158,no
32,married,no,199,no
38,married,yes,729,no
37,married,no,209,no
49,married,yes,135,no
31,single,yes,77,no
27,single,yes,279,no
29,married,no,190,no
47,married,no,94,no
21,single,yes,968,yes
44,married,no,128,no
38,married,no,11,no
32,single,no,485,no
53,married,yes,536,no
39,married,yes,184,no
41,divorced,no,101,no
48,married,no,100,no
46,single,no,185,no
40,married,yes,203,no
44,married,yes,51,no
54,married,yes,403,no
45,married,yes,221,no
50,married,yes,237,no
47,married,yes,173,no
31,single,no,166,no
36,married,yes,160,no
50,married,yes,117,no
36,married,yes,122,no
29,divorced,no,231,no
34,married,yes,163,no
26,single,no,176,no
62,married,no,68,no
35,single,yes,963,yes
19,single,yes,278,yes
41,married,no,131,no
56,divorced,no,547,no
31,single,yes,289,no
52,married,no,585,no
46,divorced,no,91,no
21,married,no,279,no
51,married,yes,55,no
36,single,yes,828,yes
32,married,no,91,no
36,single,yes,196,no
41,married,yes,854,yes
31,single,yes,54,no
38,married,yes,103,no
33,married,no,738,yes
33,married,yes,521,no
55,married,yes,150,no
48,married,yes,425,no
41,married,yes,77,no
52,single,yes,558,no
57,married,yes,496,no
34,married,no,651,no
46,married,yes,458,no
35,single,yes,288,no
33,married,yes,235,no
58,married,no,318,no
46,married,yes,375,no
48,married,yes,63,no
32,single,yes,457,no
27,single,no,911,yes
47,single,yes,431,no
31,married,no,209,no
42,married,no,164,no
31,single,no,224,no
25,single,yes,17,no
51,married,yes,140,no
29,married,no,321,no
37,married,no,352,no
33,married,yes,1044,no
44,single,yes,665,yes
46,married,no,551,no
53,married,yes,131,no
58,married,no,901,yes
25,single,no,112,no
30,married,yes,196,no
47,single,no,128,no
80,divorced,yes,234,no
29,single,yes,513,no
40,married,no,69,no
42,married,yes,265,no
55,married,no,183,no
59,married,no,414,no
29,married,no,240,no
52,married,yes,264,no
29,single,no,391,no
27,single,no,227,yes
26,single,yes,318,no
54,married,yes,169,no
30,married,no,244,no
44,married,yes,399,no
41,married,yes,210,no
21,single,no,240,no
41,single,no,540,yes
41,married,no,119,no
49,married,yes,364,no
42,married,yes,120,no
31,single,yes,87,no
50,married,no,244,no
56,married,no,360,no
41,divorced,yes,55,no
33,married,yes,103,no
34,married,yes,298,no
53,married,yes,129,no
32,married,yes,71,no
45,married,yes,138,yes
47,divorced,no,156,no
33,married,no,95,no
38,married,yes,173,no
44,married,yes,203,no
35,married,no,166,no
36,married,yes,490,no
56,married,yes,153,no
31,single,no,73,no
36,single,yes,381,no
32,single,yes,156,no
43,divorced,no,263,yes
47,married,yes,47,no
32,single,yes,107,no
25,married,no,261,no
40,married,yes,317,no
33,married,yes,313,no
39,married,yes,65,no
57,married,yes,150,no
34,married,no,772,yes
33,married,yes,148,no
44,married,yes,786,yes
38,single,yes,855,yes
33,single,no,98,no
44,divorced,no,580,no
33,single,yes,86,no
36,married,yes,731,yes
29,married,no,124,no
46,married,yes,397,no
38,married,no,107,no
83,married,yes,96,no
47,married,no,78,no
41,single,no,74,no
39,married,no,31,no
42,single,yes,245,no
39,married,no,534,no
32,single,no,240,no
46,married,yes,375,no
35,married,no,169,no
41,married,yes,109,no
31,single,yes,756,no
36,married,no,161,no
36,married,no,83,no
53,divorced,no,93,no
41,married,no,261,no
47,married,no,863,no
38,single,yes,158,no
38,married,no,79,no
32,married,yes,105,no
48,married,no,155,no
28,married,yes,236,no
31,married,yes,649,yes
45,married,no,163,no
41,single,no,64,no
43,married,yes,91,no
61,married,yes,109,no
52,married,yes,208,no
36,married,no,309,no
28,single,yes,231,no
38,divorced,no,31,no
32,married,yes,11,no
23,married,no,8,no
45,married,no,178,no
50,married,yes,151,no
25,single,yes,439,no
52,married,yes,833,no
35,married,yes,62,no
35,married,no,44,no
33,married,no,159,no
48,married,no,25,no
49,married,no,134,no
53,married,no,138,no
27,married,yes,185,no
36,married,no,108,no
51,married,yes,89,no
26,single,no,83,no
42,divorced,yes,150,no
35,single,yes,773,yes
31,single,no,508,yes
35,divorced,yes,72,no
40,married,yes,106,no
54,married,yes,39,no
52,married,no,87,no
53,married,yes,225,no
25,single,yes,318,yes
45,married,yes,504,no
24,single,no,210,no
37,married,no,237,no
33,single,yes,201,no
44,single,yes,25,no
49,married,no,169,no
42,married,no,243,no
45,divorced,yes,117,no
46,married,no,99,no
41,married,no,149,no
28,married,yes,282,no
37,married,no,71,no
60,married,no,65,no
44,married,yes,7,no
32,single,no,356,no
35,married,yes,224,no
50,single,no,255,no
29,single,yes,184,no
29,single,no,433,no
30,married,yes,267,no
37,married,yes,697,no
36,married,yes,162,no
31,single,yes,87,no
41,married,no,177,no
31,married,yes,248,no
27,single,yes,229,yes
19,single,yes,207,no
45,single,yes,1954,no
57,married,yes,364,no
42,married,no,81,no
36,married,yes,136,no
33,single,yes,97,no
56,married,yes,910,yes
36,married,no,233,no
37,married,yes,272,no
33,single,yes,389,no
46,married,no,93,no
54,married,yes,77,no
55,married,yes,179,no
32,married,yes,159,no
35,married,no,560,yes
29,single,no,467,no
38,married,no,102,no
34,married,yes,159,no
51,married,yes,244,no
46,divorced,yes,275,no
43,divorced,yes,18,no
78,married,yes,139,no
60,divorced,yes,398,no
27,single,no,357,no
49,divorced,no,167,no
52,married,yes,171,no
59,married,yes,115,no
27,single,no,27,no
54,married,yes,235,yes
49,married,yes,204,no
29,single,unknown,212,no
38,married,yes,203,no
40,single,no,244,no
35,married,no,184,no
43,married,yes,609,no
41,divorced,yes,204,no
53,married,yes,62,no
47,married,no,135,no
26,single,yes,678,no
30,single,no,481,no
35,married,no,13,no
36,married,yes,187,no
56,married,no,188,no
38,single,yes,127,no
40,married,no,44,no
34,married,yes,142,no
41,married,yes,446,no
51,married,yes,326,no
30,married,yes,166,no
35,single,no,388,no
60,married,no,360,no
37,married,no,155,no
42,married,no,591,no
55,married,no,394,no
30,married,yes,44,no
27,single,yes,126,yes
58,married,yes,9,no
50,married,yes,203,no
41,divorced,yes,317,no
47,divorced,yes,181,no
31,single,yes,181,no
30,single,no,257,no
37,married,yes,97,no
35,single,unknown,146,no
57,married,yes,107,no
30,married,no,361,no
32,married,no,35,no
37,divorced,yes,93,no
39,married,no,895,no
39,married,no,225,no
36,single,yes,565,no
41,single,no,128,no
39,single,yes,224,no
28,single,yes,203,no
56,married,no,136,no
32,single,yes,350,no
35,married,no,270,no
65,married,no,579,yes
52,married,yes,106,no
52,divorced,yes,155,yes
44,married,no,100,no
37,single,yes,140,no
53,married,no,184,no
36,married,no,183,no
43,married,yes,286,no
37,single,yes,213,no
52,divorced,no,529,no
31,single,no,264,no
36,married,no,200,yes
49,single,yes,583,yes
37,married,yes,346,no
59,married,no,109,no
46,married,yes,77,no
27,married,yes,614,no
49,single,yes,73,no
36,married,unknown,331,yes
39,divorced,no,121,no
27,single,no,603,no
30,married,no,67,no
45,divorced,no,270,no
46,married,no,134,no
36,married,no,258,no
55,divorced,no,117,no
25,single,unknown,1580,no
29,single,yes,112,no
34,married,no,201,yes
49,single,no,339,no
49,married,yes,495,no
44,divorced,no,94,no
59,married,no,130,no
35,married,no,189,no
48,married,no,627,yes
43,divorced,yes,191,no
35,single,no,234,no
48,married,no,156,no
33,married,no,220,no
47,divorced,yes,212,no
33,single,no,406,yes
42,married,yes,36,no
45,married,no,210,no
40,divorced,yes,1200,no
53,divorced,no,80,no
30,single,yes,80,no
42,married,no,588,no
29,single,no,73,no
30,married,no,66,no
51,married,yes,273,no
49,divorced,unknown,147,no
25,single,no,121,no
36,married,yes,70,no
57,married,yes,194,no
31,married,no,180,no
52,married,yes,81,no
33,married,yes,97,no
34,married,yes,15,no
30,single,no,18,no
27,single,no,114,no
34,married,yes,162,no
42,married,no,130,no
50,divorced,yes,288,no
35,married,no,102,no
40,married,yes,161,no
52,married,no,157,no
44,single,yes,76,no
39,married,yes,167,no
29,married,yes,337,no
55,married,yes,123,no
47,married,no,115,no
30,married,yes,273,no
39,married,yes,328,no
83,divorced,yes,112,no
36,married,no,920,yes
52,married,no,10,no
